symbol	Entrez	UNIPROT	3250_overlap	Concentration(ng/L)	EV_number of experiment	EV_quantity_Median
ENDOU	8909	P21128	NA	14	NA	NA
PTN	5764	P21246	NA	1400	20	NA
AGXT	189	P21549	NA	4700	NA	903490568.7
KITLG	4254	P21583	NA	260	NA	NA
GPD1	2819	P21695	NA	4700	16	43965131
EPHA1	2041	P21709	NA	32000	6	65848783.75
MDK	4192	P21741	NA	960	24	NA
MSR1	4481	P21757	NA	67	NA	87744389
FGFR2	2263	P21802	NA	1200	1	NA
RYR1	6261	P21817	NA	46	2	NA
ERBB3	2065	P21860	NA	450	12	49589103.75
CD9	928	P21926	NA	1200	58	NA
BMP6	654	P22004	NA	46	10	NA
MMUT	4594	P22033	NA	150	NA	48937968.04
FBL	2091	P22087	NA	79	23	NA
TNXB	7148	P22105	NA	1500000	12	NA
CDH3	1001	P22223	NA	510	26	14149453.91
ACHE	43	P22303	NA	990	NA	43186237.38
IDS	3423	P22304	NA	17000	NA	NA
GPX3	2878	P22352	NA	6200000	8	NA
ENPP1	5167	P22413	NA	4400	16	36380744
FGFR4	2264	P22455	NA	7400	NA	197888216.5
FGFR3	2261	P22607	NA	2500	NA	NA
CALB2	794	P22676	NA	9.6	13	22877501.76
CBL	867	P22681	NA	67	NA	NA
TGM1	7051	P22735	NA	530	NA	66689071.5
CA4	762	P22748	NA	190	NA	129782078.1
GNLY	10578	P22749	NA	17	NA	NA
CPN2	1370	P22792	NA	25000000	NA	91760875.67
PROZ	8858	P22891	NA	650000	NA	23375423.75
MMP8	4317	P22894	NA	360	NA	37135927.72
MRC1	4360	P22897	NA	170000	NA	90222777.25
IGHV1-2	28474	P23083	NA	4000000	NA	90690720
AMPD1	270	P23109	NA	38	NA	NA
CA6	765	P23280	NA	24000	NA	NA
S100A1	6271	P23297	NA	290	8	26422476.23
HRC	3270	P23327	NA	100	NA	NA
GLDC	2731	P23378	NA	740	12	111686695.4
GCSH	2653	P23434	NA	50	13	NA
CBLN1	869	P23435	NA	6000	NA	NA
PTPRB	5787	P23467	NA	14000	8	NA
PTPRD	5789	P23468	NA	20000	14	49483963.94
PTPRZ1	5803	P23471	NA	3400	14	NA
LORICRIN	4014	P23490	NA	1800	NA	NA
BDNF	627	P23560	NA	24	NA	NA
PRTN3	5657	P24158	NA	390	11	NA
GPT	2875	P24298	NA	17000	NA	23474188
MMP11	4320	P24347	NA	640	10	65148297.44
CRHBP	1393	P24387	NA	69000	NA	NA
IL4R	3566	P24394	NA	110	3	NA
IGFBP6	3489	P24592	NA	300000	13	NA
DNASE1	1773	P24855	NA	420	NA	NA
DNAJB2	3300	P25686	NA	9.9	NA	18502735.33
COL5A3	50509	P25940	NA	330	8	NA
ITGB7	3695	P26010	NA	130	13	NA
KLRK1	22914	P26718	NA	47	NA	NA
CD27	939	P26842	NA	100	NA	NA
CNTFR	1271	P26992	NA	55000	NA	NA
AK4	205	P27144	NA	39	16	NA
PON1	5444	P27169	NA	17000000	NA	74214921.38
MAOB	4129	P27338	NA	110	NA	47561678.13
CALML3	810	P27482	NA	1200	19	446876155.3
DPP4	1803	P27487	NA	190000	30	41482563
CAD	790	P27708	NA	260	38	NA
CFP	5199	P27918	NA	6200000	NA	86591098.17
IL1R2	7850	P27930	NA	27000	NA	NA
ITPKB	3707	P27987	NA	39	NA	NA
PSMB9	5698	P28065	NA	340	17	NA
TMOD1	7111	P28289	NA	9.4	NA	NA
LOX	4015	P28300	NA	550	16	131005873
ADH6	130	P28332	NA	3400	11	55682871.5
GCA	25801	P28676	NA	1300	17	NA
PTPRM	5797	P28827	NA	130000	17	NA
HSD11B1	3290	P28845	NA	110	NA	NA
CD34	947	P28906	NA	93000	NA	31032333.35
CD1C	911	P29017	NA	200	13	NA
S100A2	6273	P29034	NA	27	11	134109217
PCSK6	5046	P29122	NA	480	12	NA
CCN2	1490	P29279	NA	5900	17	180706595.6
EPHA2	1969	P29317	NA	12	38	77207136.25
EPHB2	2048	P29323	NA	380	32	70119380.75
CRABP2	1382	P29373	NA	76	18	154811684
SERPINB3	6317	P29508	NA	9100	13	11514204
EEF1D	1936	P29692	NA	1300	33	NA
CD40LG	959	P29965	NA	20	7	NA
AQP1	358	P29972	NA	49	NA	NA
GCHFR	2644	P30047	NA	170	5	NA
CD6	923	P30203	NA	160	9	988640.3242
HLA-F	3134	P30511	NA	15000	20	NA
AXL	558	P30530	NA	72000	17	NA
ADSL	158	P30566	NA	440	32	NA
PKLR	5313	P30613	NA	5200	21	1668295465
CLIP1	6249	P30622	NA	16	20	NA
SRI	6717	P30626	NA	1100	32	NA
ALDH3A1	218	P30838	NA	52	11	56370782.04
NTS	4922	P30990	NA	1600	16	NA
LCN1	3933	P31025	NA	3800	2	NA
S100A7	6278	P31151	NA	14000	9	28064587.69
RRM2	6241	P31350	NA	13	12	48264814.25
CASQ1	844	P31415	NA	270	NA	NA
IL2RG	3561	P31785	NA	13	NA	NA
HNRNPH1	3187	P31943	NA	2800	26	NA
CASP14	23581	P31944	NA	3600	16	61778514.29
CEACAM8	1088	P31997	NA	9200	13	33634688.75
L1CAM	3897	P32004	NA	67000	29	25571467.8
INPP5B	3633	P32019	NA	8.4	NA	18018960.52
HPD	3242	P32754	NA	26000	NA	117856301.4
DSG3	1830	P32926	NA	190	1	31810734.82
CDH5	1003	P33151	NA	1300000	3	NA
CSTF2	1478	P33240	NA	14	16	NA
DUT	1854	P33316	NA	31	17	NA
S100A3	6274	P33764	NA	240	NA	36683778.22
MCM4	4173	P33991	NA	140	17	NA
HSPA1L	3305	P34931	NA	53000	32	1141090950
PRSS3	5646	P35030	NA	700000	14	476849347.8
CTNNB1	1499	P35222	NA	2000	39	NA
SFTPD	6441	P35247	NA	8200	NA	30561198
ADM	133	P35318	NA	340	NA	NA
IDUA	3425	P35475	NA	170	NA	166777173.2
SAA4	6291	P35542	NA	33000000	NA	NA
FBN2	2201	P35556	NA	11000	14	241862918
PCK1	5105	P35558	NA	840	4	43833809.75
TIE1	7075	P35590	NA	87000	NA	52867284.88
ACTN2	88	P35609	NA	25000	26	75444111.49
NUP214	8021	P35658	NA	46	14	NA
KRT20	54474	P35900	NA	30000	8	105882888.1
KRT2	3849	P35908	NA	9700000	48	209412374.2
FLT4	2324	P35916	NA	290000	6	NA
KDR	3791	P35968	NA	11000	9	409655336
CHI3L1	1116	P36222	NA	180000	NA	NA
NUDT1	4521	P36639	NA	21	8	17593839
LONP1	9361	P36776	NA	7.9	11	NA
FLT3	2322	P36888	NA	210	NA	NA
SERPINB5	5268	P36952	NA	770	18	70283776.02
GPX4	2879	P36969	NA	150	11	NA
CFHR2	3080	P36980	NA	4800000	NA	62620232.67
TGFBR2	7048	P37173	NA	810	7	36928391.7
NUP62	23636	P37198	NA	31	16	NA
SNCA	6622	P37840	NA	28000	7	NA
ITGAE	3682	P38570	NA	38	NA	NA
LIPA	3988	P38571	NA	280	12	NA
COL15A1	1306	P39059	NA	28000	15	NA
DDOST	1650	P39656	NA	120	23	NA
ANP32A	8125	P39687	NA	770	22	NA
IL6ST	3572	P40189	NA	160000	14	26719450
GP5	2814	P40197	NA	270000	NA	NA
CEACAM6	4680	P40199	NA	86000	17	101729969
CD96	10225	P40200	NA	85	NA	NA
PRL	5617	P40424	NA	7200	NA	NA
RPL13A	23521	P40429	NA	44	26	NA
PEX19	5824	P40855	NA	7.9	NA	NA
PMEL	6490	P40967	NA	11000	8	NA
LEP	3952	P41159	NA	19000	NA	NA
CD200	4345	P41217	NA	26	3	NA
PTGDS	5730	P41222	NA	2500000	5	NA
NBL1	4681	P41271	NA	8100	NA	NA
FOLR3	2352	P41439	NA	12000	NA	62754737
CD86	942	P42081	NA	160	NA	NA
AKR1C3	8644	P42330	NA	19000	14	NA
HAL	3034	P42357	NA	280	NA	25009077.45
LIFR	3977	P42702	NA	260	1	NA
WAS	7454	P42768	NA	600	NA	NA
CDKN2A	1029	P42771	NA	18	32	NA
CXCL5	6374	P42830	NA	1600	13	4281858.375
DCC	1630	P43146	NA	64	7	NA
CTSO	1519	P43234	NA	25	NA	NA
GRK6	2870	P43250	NA	170	14	18550278.88
BTD	686	P43251	NA	2800000	NA	11386781.5
SSR1	6745	P43307	NA	1600	15	NA
SSR2	6746	P43308	NA	62	NA	40752743.2
ZAP70	7535	P43403	NA	14	15	51984770
AFM	173	P43652	NA	8700000	NA	47046819
TSFM	10102	P43897	NA	9.2	8	NA
TNNT3	7140	P45378	NA	470	12	NA
TNNT2	7139	P45379	NA	57	NA	NA
VDAC2	7417	P45880	NA	490	32	NA
BAG6	7917	P46379	NA	26	22	NA
NOTCH1	4851	P46531	NA	29000	36	10862818.56
RPS5	6193	P46782	NA	880	29	NA
NEDD4	4734	P46934	NA	6.5	30	NA
HAAO	23498	P46952	NA	580	2	NA
LGALS7	3963	P47929	NA	4000	14	41088544.98
LGALS7B	653499	P47929	NA	4000	2	41088544.98
NPTX2	4885	P47972	NA	360	5	NA
XDH	7498	P47989	NA	77	13	62026234.25
CPA2	1358	P48052	NA	1500	NA	81659889
GLIPR1	11010	P48060	NA	64	19	8918792.875
CXCL12	6387	P48061	NA	560	13	83113269.75
REG1B	5968	P48304	NA	32000	NA	241742259.8
TFPI2	7980	P48307	NA	51	1	NA
LEPR	3953	P48357	NA	14000	NA	NA
IFNAR2	3455	P48551	NA	1500	NA	NA
SERPINB4	6318	P48594	NA	10000	13	NA
SERPINB10	5273	P48595	NA	59	NA	NA
PRRC2A	7916	P48634	NA	5.6	NA	53246188.5
GSS	2937	P48637	NA	28000	27	NA
PITPNB	23760	P48739	NA	300	31	NA
MASP1	5648	P48740	NA	1900000	14	107645310.3
CCN3	4856	P48745	NA	2800	12	NA
TNNI2	7136	P48788	NA	110	NA	NA
DNASE1L1	1774	P49184	NA	96	20	NA
RPIA	22934	P49247	NA	2500	22	NA
CARS1	833	P49589	NA	200	29	NA
SARS1	6301	P49591	NA	330	39	NA
TTPA	7274	P49638	NA	10	NA	196081824
MAN2A2	4122	P49641	NA	43000	3	NA
THBS3	7059	P49746	NA	9400	14	202754412.7
COMP	1311	P49747	NA	1500000	1	NA
VEGFC	7424	P49767	NA	340	NA	NA
FHIT	2272	P49789	NA	12	NA	4883709.775
NDUFV1	4723	P49821	NA	37	12	NA
KLK7	5650	P49862	NA	3700	NA	NA
SEPHS1	22929	P49903	NA	21	17	NA
SELENOP	6414	P49908	NA	1800000	NA	NA
CAMP	820	P49913	NA	28000	NA	100103068
KHK	3795	P50053	NA	620	NA	45798650.43
RBP2	5948	P50120	NA	140	NA	39769054
HNMT	3176	P50135	NA	130	NA	37272964.21
EMD	2010	P50402	NA	240	15	NA
CSRP3	8048	P50461	NA	250	NA	NA
METAP2	10988	P50579	NA	70	16	NA
TNFSF10	8743	P50591	NA	18	6	NA
LRBA	987	P50851	NA	340	26	NA
PPT1	5538	P50897	NA	240	16	NA
ATP1A2	477	P50993	NA	170	25	NA
FXR1	8087	P51114	NA	15	20	NA
FABP6	2172	P51161	NA	890	9	NA
IDH3G	3421	P51553	NA	19	NA	NA
GPC3	2719	P51654	NA	27	NA	37628612.85
SUOX	6821	P51687	NA	44	NA	NA
APLP1	333	P51693	NA	6400	NA	NA
PLXNA3	55558	P51805	NA	94	7	26158436.75
AKR1D1	6718	P51857	NA	61	15	218137046
FUT6	2528	P51993	NA	51	NA	NA
MYOM1	8736	P52179	NA	33	19	NA
HK3	3101	P52790	NA	2000	NA	34576953.5
EFNB2	1948	P52799	NA	940	16	NA
EFNA5	1946	P52803	NA	10	NA	NA
MRPL12	6182	P52815	NA	49	9	NA
STC1	6781	P52823	NA	240	18	21059710
NDST1	3340	P52848	NA	1400	1	10658897.25
NDST2	8509	P52849	NA	130	NA	NA
PPP5C	5536	P53041	NA	120	20	NA
CRYBB1	1414	P53674	NA	89	5	NA
CLTCL1	8218	P53675	NA	2300	29	596995822.4
ITGA8	8516	P53708	NA	200	16	NA
SMTN	6525	P53814	NA	140	3	NA
CLNS1A	1207	P54105	NA	17	19	NA
CRISP1	167	P54107	NA	35	NA	NA
CRISP3	10321	P54108	NA	420000	NA	87051382.5
MYOM2	9172	P54296	NA	290	NA	NA
PNLIPRP1	5407	P54315	NA	340	NA	967401977
BCAT1	586	P54687	NA	97	11	100476965.3
EPHB3	2049	P54753	NA	100	31	60530137.03
EPHA5	2044	P54756	NA	33	15	NA
EPHA4	2043	P54764	NA	9300	14	65402892.88
GALC	2581	P54803	NA	53	4	NA
AK2	204	P54819	NA	1100	33	NA
GAS1	2619	P54826	NA	27	NA	NA
HMGCS2	3158	P54868	NA	830	4	57616605.25
SLURP1	57152	P55000	NA	7700	NA	NA
APOC4	346	P55056	NA	980000	NA	NA
INHBC	3626	P55103	NA	21000	NA	NA
MTTP	4547	P55157	NA	640	4	16786147
NAP1L1	4673	P55209	NA	10000	32	NA
GP2	2813	P55259	NA	41	13	166774038.6
CDH4	1002	P55283	NA	19	1	NA
CDH6	1004	P55285	NA	9600	14	36549879.5
CDH8	1006	P55286	NA	870	NA	NA
CDH11	1009	P55287	NA	4800	NA	31021623.83
CDH15	1013	P55291	NA	870	NA	17508908.5
CCL23	6368	P55773	NA	130	NA	NA
CCL18	6362	P55774	NA	6400	NA	339525698
NPEPPS	9520	P55786	NA	3000	39	NA
XG	7499	P55808	NA	22	NA	NA
GFRA1	2674	P56159	NA	140	11	161522800.6
CTSW	1521	P56202	NA	270	NA	NA
ARPP19	10776	P56211	NA	270	NA	NA
ATP5ME	521	P56385	NA	280	18	NA
LGALS4	3960	P56470	NA	200	25	179066396.3
JAM2	58494	P57087	NA	360	2	NA
SPINK7	84651	P58062	NA	230	NA	NA
EPPK1	83481	P58107	NA	1200	20	NA
INHBE	83729	P58166	NA	3500	14	104914089.8
LOXL3	84695	P58215	NA	200	6	41730631
ANTXR2	118429	P58335	NA	13000	13	20004551.75
FAM3B	54097	P58499	NA	250	13	NA
LILRA4	23547	P59901	NA	12000	NA	NA
DEFB1	1672	P60022	NA	2500	NA	NA
SEC61G	23480	P60059	NA	37	11	10827984
ACTB	60	P60709	NA	5800000	60	NA
SNAP25	6616	P60880	NA	9	16	40244859.19
KRTDAP	388533	P60985	NA	34000	NA	9684281.625
GNG11	2791	P61952	NA	3400	8	140745611
UFM1	51569	P61960	NA	240	13	NA
TIMM10	26519	P62072	NA	16	NA	NA
UBE2H	7328	P62256	NA	21	12	NA
RPS14	6208	P62263	NA	810	30	NA
RPS24	6229	P62847	NA	90	34	NA
RPL31	6160	P62899	NA	110	30	NA
RPL32	6161	P62910	NA	45	20	NA
PPP3R1	5534	P63098	NA	42	9	NA
RPS21	6227	P63220	NA	250	30	NA
RACK1	10399	P63244	NA	630	31	NA
ACTG1	71	P63261	NA	4900000	38	NA
TNNC1	7134	P63316	NA	990	10	NA
ACTC1	70	P68032	NA	2400000	32	NA
ACTA1	58	P68133	NA	2800000	26	15396101277
CXADR	1525	P78310	NA	18	27	33341416.54
IGBP1	3476	P78318	NA	48	16	NA
SIRPA	140885	P78324	NA	130000	16	68025756.33
KRT83	3889	P78385	NA	130000	7	251327895
KRT85	3891	P78386	NA	110000	6	202177349.9
CX3CL1	6376	P78423	NA	370	NA	NA
JAG1	182	P78504	NA	25000	21	22529412.17
RELN	5649	P78509	NA	30000	14	NA
SRPX	8406	P78539	NA	140	20	3910566.75
IL13RA1	3597	P78552	NA	17000	3	NA
GPLD1	2822	P80108	NA	3100000	NA	45710557.67
DLK1	8788	P80370	NA	2600	NA	9182736.688
IGLV3-21	28796	P80748	NA	4700000	NA	15225098.5
HAMP	57817	P81172	NA	10000	NA	NA
DCD	117159	P81605	NA	410000	27	66697128.25
HMGN5	79366	P82970	NA	41	NA	NA
SARNP	84324	P82979	NA	150	8	NA
ADAMTSL3	57188	P82987	NA	270	5	NA
HTRA4	203100	P83105	NA	23	NA	NA
RPL24	6152	P83731	NA	44	32	NA
CBX1	10951	P83916	NA	120	12	NA
RPL19	6143	P84098	NA	160	30	NA
MXRA7	439921	P84157	NA	100	8	NA
TNFAIP6	7130	P98066	NA	100	6	NA
DGCR2	9993	P98153	NA	84	NA	150149032
VLDLR	7436	P98155	NA	330	13	6626584.359
PKD1	5310	P98161	NA	840	NA	81542065
LRP2	4036	P98164	NA	74	10	77942778
EFNB1	1947	P98172	NA	1300	25	60040294.74
FAM3A	60343	P98173	NA	15	NA	NA
CYCS	54205	P99999	NA	170000	15	NA
PITPNA	5306	Q00169	NA	190	16	NA
MAT1A	4143	Q00266	NA	1900	19	91499889.25
HDLBP	3069	Q00341	NA	95	22	NA
PLCB2	5330	Q00722	NA	11	NA	NA
MYBPC1	4604	Q00872	NA	240	NA	NA
PSG9	5678	Q00887	NA	43000	15	NA
PSG11	5680	Q00887	NA	40000	NA	NA
PSG4	5672	Q00888	NA	58000	NA	NA
PSG6	5675	Q00889	NA	65000	NA	NA
B4GALNT1	2583	Q00973	NA	35	NA	NA
SET	6418	Q01105	NA	880	34	NA
SRSF2	6427	Q01130	NA	180	23	NA
IL5RA	3568	Q01344	NA	910	NA	NA
AMPD2	271	Q01433	NA	230	18	NA
CTBS	1486	Q01459	NA	370000	NA	NA
DEFA5	1670	Q01523	NA	110	13	122999567
DEFA6	1671	Q01524	NA	260	NA	NA
KRT76	51350	Q01546	NA	310000	23	177364965.2
IFITM2	10581	Q01629	NA	450	16	NA
IL1RL1	9173	Q01638	NA	3100	NA	NA
SLC7A5	8140	Q01650	NA	51	34	69563975
EWSR1	2130	Q01844	NA	59	18	NA
ROR1	4919	Q01973	NA	7700	17	NA
GUCY1A1	2982	Q02108	NA	7.1	NA	17171020
TNFRSF17	608	Q02223	NA	2000	12	NA
CNTN2	6900	Q02246	NA	58	NA	NA
ALDH6A1	4329	Q02252	NA	37	NA	26826880.81
SEMG2	6407	Q02383	NA	5000	NA	NA
COL7A1	1294	Q02388	NA	6	16	6455118.313
DSG1	1828	Q02413	NA	130000	18	83411807
GCNT1	2650	Q02742	NA	84	NA	NA
GUCA2A	2980	Q02747	NA	18000	NA	NA
TEK	7010	Q02763	NA	13000	NA	NA
CFHR3	10878	Q02985	NA	3100000	NA	109785384
TGFBR3	7049	Q03167	NA	50000	16	36368948.41
TFF2	7032	Q03403	NA	890	NA	377844538.1
PLAUR	5329	Q03405	NA	4100	22	32302108.75
CFHR1	3078	Q03591	NA	13000000	NA	58570686.38
COL10A1	1300	Q03692	NA	160	8	43525638.5
PRB3	5544	Q04118	NA	27000	NA	NA
UBXN1	51035	Q04323	NA	45	14	NA
EIF4G1	1981	Q04637	NA	330	32	NA
KRT17	3872	Q04695	NA	610000	18	186352859.5
NOTCH2	4853	Q04721	NA	160000	31	26032633.75
HGFAC	3083	Q04756	NA	9300000	NA	21516612.96
PLP2	5355	Q04941	NA	250	17	203450304
DNM1	1759	Q05193	NA	8.8	23	NA
CLC	1178	Q05315	NA	400	NA	203619363.9
PTK2	5747	Q05397	NA	25	16	NA
REG3A	5068	Q06141	NA	23000	NA	31535187.81
AOX1	316	Q06278	NA	3300	14	28131229.29
TYRO3	7301	Q06418	NA	17000	14	NA
SULT2A1	6822	Q06520	NA	1200	NA	143511734.4
ENPEP	2028	Q07075	NA	55000	8	22533448.17
DPT	1805	Q07507	NA	610	NA	12193171.63
TFF3	7033	Q07654	NA	6500	NA	184746802.8
BAX	581	Q07812	NA	1100	10	NA
KLC1	3831	Q07866	NA	14	29	NA
ACTN3	89	Q08043	NA	11000	9	66083678.84
TGM3	7053	Q08188	NA	14000	11	35580053.42
IL10RB	3588	Q08334	NA	1600	12	NA
DDR1	780	Q08345	NA	4400	18	50304379
LOXL1	4016	Q08397	NA	280	11	85545148.71
DMTN	2039	Q08495	NA	2400	NA	NA
DSC1	1823	Q08554	NA	27000	12	33267063.25
PUDP	8226	Q08623	NA	14	11	NA
FGL1	2267	Q08830	NA	57000	9	55401099.63
SIGLEC14	100049587	Q08ET2	NA	24000	NA	NA
MGAT3	4248	Q09327	NA	170	NA	65968087.25
MGAT5	4249	Q09328	NA	440	15	2901413.688
SYCN	342898	Q0VAF6	NA	920	NA	147233476
APOBR	55911	Q0VD83	NA	700	1	NA
SCRN3	79634	Q0VDG4	NA	27	NA	NA
NEXN	91624	Q0ZGT2	NA	2900	9	NA
MGAT2	4247	Q10469	NA	5100	2	65523190.5
BST1	683	Q10588	NA	190000	11	65744011.45
ST3GAL1	6482	Q11201	NA	860	7	17255049.13
ST3GAL4	6484	Q11206	NA	15	9	72602397.24
NUP160	23279	Q12769	NA	15	12	NA
HYAL1	3373	Q12794	NA	590	13	NA
CNTN1	1272	Q12860	NA	450000	19	89807577.55
CDH17	1015	Q12864	NA	7500	19	81685257.71
MERTK	10461	Q12866	NA	65000	16	13567907.25
FAP	2191	Q12884	NA	56000	12	NA
IRAG2	4033	Q12912	NA	6.7	NA	NA
PLA2R1	22925	Q13018	NA	960	NA	NA
PLA2G7	7941	Q13093	NA	290000	1	63871467
LCP2	3937	Q13094	NA	2900	NA	NA
GPS1	2873	Q13098	NA	78	24	NA
SPP2	6694	Q13103	NA	480000	13	81590393.25
MMRN1	22915	Q13201	NA	200000	NA	52554589.67
MYBPH	4608	Q13203	NA	9.7	NA	NA
SEMA3B	7869	Q13214	NA	790	9	NA
PAPPA	5069	Q13219	NA	78000	8	1813650.5
CHIT1	1118	Q13231	NA	57000	NA	NA
SRSF6	6431	Q13247	NA	50	25	NA
SEMA3F	6405	Q13275	NA	7900	8	NA
SLAMF1	6504	Q13291	NA	350	NA	NA
PABPC4	8761	Q13310	NA	850	28	NA
PTPRS	5802	Q13332	NA	150000	21	28631355.29
MFAP5	8076	Q13361	NA	3200	11	NA
MSLN	10232	Q13421	NA	17000	13	26394695.83
TCOF1	6949	Q13428	NA	18	11	NA
OS9	10956	Q13438	NA	10	NA	NA
ADAM15	8751	Q13444	NA	640	27	13387357.97
LSAMP	4045	Q13449	NA	150000	12	37791647.75
MYO9B	4650	Q13459	NA	8.4	21	NA
MADCAM1	8174	Q13477	NA	80000	NA	NA
ART3	419	Q13508	NA	48000	NA	NA
ASAH1	427	Q13510	NA	400	21	NA
EIF4EBP1	1978	Q13541	NA	44	NA	NA
CAMK2B	816	Q13554	NA	600	17	66057090.75
CAMK2G	818	Q13555	NA	200	19	NA
GRAP	10750	Q13588	NA	1400	NA	NA
SEMA5A	9037	Q13591	NA	13	12	NA
CUL1	8454	Q13616	NA	220	14	NA
CUL4B	8450	Q13620	NA	18	33	NA
TPBG	7162	Q13641	NA	310	21	24302086.08
FHL1	2273	Q13642	NA	12000	14	NA
LAMB3	3914	Q13751	NA	20	19	66567202.39
LAMC2	3918	Q13753	NA	130	18	30972734.13
APOF	319	Q13790	NA	2200000	NA	39951182.88
ITGA9	3680	Q13797	NA	500	15	49786971.41
ENPP2	5168	Q13822	NA	1200000	NA	39766950.56
PKP1	5317	Q13835	NA	2500	19	108229420.7
IL16	3603	Q14005	NA	7.3	NA	NA
CIRBP	1153	Q14011	NA	240	8	NA
CAMK1	8536	Q14012	NA	110	NA	11772893.31
BAAT	570	Q14032	NA	520	4	106390372.5
COL9A2	1298	Q14055	NA	510	NA	NA
COX17	10063	Q14061	NA	220	11	NA
SCARB2	950	Q14108	NA	9.2	28	NA
LRP8	7804	Q14114	NA	2000	13	NA
DPYS	1807	Q14117	NA	820	6	149880610.5
SEPTIN6	23157	Q14141	NA	2900	28	NA
UBAP2L	9898	Q14157	NA	67	7	NA
SCARF1	8578	Q14162	NA	2000	NA	NA
LY6D	8581	Q14210	NA	210	9	148873704.8
EBI3	10148	Q14213	NA	1400	10	NA
SELPLG	6404	Q14242	NA	2700	18	NA
FGL2	10875	Q14314	NA	7800	NA	32991864
FKBP8	23770	Q14318	NA	10	NA	37680059.25
MYBPC2	4606	Q14324	NA	420	NA	NA
LRRC32	2615	Q14392	NA	98	15	NA
GAS6	2621	Q14393	NA	3600	16	NA
PDE3A	5139	Q14432	NA	37000	NA	493629910.7
GALNT3	2591	Q14435	NA	440	14	33378333.42
CAPRIN1	4076	Q14444	NA	43	15	NA
WFDC2	10406	Q14508	NA	1600	1	NA
SPARCL1	8404	Q14515	NA	630000	NA	NA
KRT33B	3884	Q14525	NA	350000	3	355807812.3
KRT32	3882	Q14532	NA	210000	14	NA
KRT81	3887	Q14533	NA	130000	3	NA
SEMA3A	10371	Q14563	NA	1600	8	20163153.38
DSC3	1825	Q14574	NA	6000	13	35055025.75
IHH	3549	Q14623	NA	23000	NA	NA
PPP2R5D	5528	Q14738	NA	29	12	NA
GNMT	27232	Q14749	NA	390	NA	34221321.06
LTBP2	4053	Q14767	NA	14000	12	NA
CRYM	1428	Q14894	NA	150	12	27165724.12
MYBPC3	4607	Q14896	NA	21	NA	NA
OPCML	4978	Q14982	NA	7100	NA	NA
SLMAP	7871	Q14BN4	NA	9.2	NA	23529651.56
GAPVD1	26130	Q14C86	NA	46	19	NA
TMEM132D	121256	Q14C87	NA	110	NA	NA
CLCA4	22802	Q14CN2	NA	150	NA	403599643
NCAPD2	9918	Q15021	NA	34	28	13143997.13
NCF4	4689	Q15080	NA	7.8	NA	24024579.19
AGER	177	Q15109	NA	100	NA	218210630.3
PON3	5446	Q15166	NA	380000	NA	85844223.75
NECTIN1	5818	Q15223	NA	180000	12	13736901.5
PSG5	5673	Q15238	NA	22000	NA	NA
QPRT	23475	Q15274	NA	780	18	NA
RNPS1	10921	Q15287	NA	13	18	NA
ERBB4	2066	Q15303	NA	220	15	NA
KRT31	3881	Q15323	NA	440000	4	355807812.3
EPHA7	2045	Q15375	NA	660	12	NA
ANGPT1	284	Q15389	NA	110	8	NA
SEC23A	10484	Q15436	NA	83	25	NA
SHH	6469	Q15465	NA	5500	2	NA
FCN2	2220	Q15485	NA	1400000	NA	117609141
RGN	9104	Q15493	NA	280	13	125109869.8
TRIP10	9322	Q15642	NA	24	22	NA
TRIP13	9319	Q15645	NA	78	27	24259614.81
KISS1	3814	Q15726	NA	860	NA	NA
MYLK	4638	Q15746	NA	1500	NA	61498719.44
CD226	10666	Q15762	NA	20000	NA	NA
EFNB3	1949	Q15768	NA	11	21	NA
CHI3L2	1117	Q15782	NA	420	NA	NA
NPTX1	4884	Q15818	NA	1100	9	NA
CST6	1474	Q15828	NA	82000	13	NA
CLUL1	27098	Q15846	NA	11	NA	NA
ADIRF	10974	Q15847	NA	760	NA	50202355.38
ADIPOQ	9370	Q15848	NA	910000	NA	262857176
NTRK3	4916	Q16288	NA	19000	NA	NA
LAMA4	3910	Q16363	NA	320	25	NA
PRR4	11272	Q16378	NA	14000	NA	NA
EXT1	2131	Q16394	NA	17000	18	82930436.33
PCSK7	9159	Q16549	NA	8.4	NA	NA
LY6E	4061	Q16553	NA	44	12	3269619.102
DPYSL2	1808	Q16555	NA	3200	29	NA
PSG3	5671	Q16557	NA	67000	NA	NA
NTRK2	4915	Q16620	NA	20000	NA	101375835.6
CCL14	6358	Q16627	NA	37000	NA	NA
PRSS8	5652	Q16651	NA	4400	30	28637977.5
GUCA2B	2981	Q16661	NA	1200	NA	NA
CCL15	6359	Q16663	NA	11000	NA	NA
MIA	8190	Q16674	NA	64	11	NA
NDUFA5	4698	Q16718	NA	81	11	NA
QPCT	25797	Q16769	NA	390	13	45249346.17
KYAT1	883	Q16773	NA	22	NA	NA
HAGH	3029	Q16775	NA	2800	13	NA
LAMA3	3909	Q16787	NA	1800	18	66981895.51
MEP1A	4224	Q16819	NA	2100	2	91853770.26
MEP1B	4225	Q16820	NA	310	NA	NA
DDR2	4921	Q16832	NA	770	15	46759572
PTPRN	5798	Q16849	NA	38	NA	NA
AOC3	8639	Q16853	NA	240000	NA	182352963.4
TXNRD1	7296	Q16881	NA	6100	33	NA
IMMT	10989	Q16891	NA	220	7	NA
COL24A1	255631	Q17RW2	NA	52	7	NA
